name,dataset,split,image_source,mask_source,image_file,mask_file,image_sha256,mask_source_sha256,mask_sha256,rgb_pixels_sha256,image_hw,mask_hw,size_mismatch,binary_unit_mask_scaled,soft_mask,empty_mask,detail_sha256,trace_sha256
CASIA2__Tp_S_NNN_S_N_sec00065_sec00065_10383,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00065_sec00065_10383.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00065_sec00065_10383_gt.png,CASIA2__Tp_S_NNN_S_N_sec00065_sec00065_10383.tif,CASIA2__Tp_S_NNN_S_N_sec00065_sec00065_10383.png,0f2e86faefd5fbfd6d0d1ed06932541668dc95cc50fa9aa780b8fc1192d6f8ab,b87c5ecee846a0854ac08d10a6f26385c6881d92d70e7a980785642e94ed5143,b87c5ecee846a0854ac08d10a6f26385c6881d92d70e7a980785642e94ed5143,9a5e79886f5065e5c5ab913410dfcaad352b4c440ca449ab8a537a079c6795de,256x384,256x384,False,False,False,False,05ef034b35136416a07ee1600f125ab4df5dd39aee27b2f96c43efe21dadfb71,7aa7c8b6b54d875201e8081abdaf2c6eb3e49765dcf0587c671f08e3879811f5
CASIA2__Tp_S_NNN_S_N_sec00066_sec00066_00087,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00066_sec00066_00087.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00066_sec00066_00087_gt.png,CASIA2__Tp_S_NNN_S_N_sec00066_sec00066_00087.tif,CASIA2__Tp_S_NNN_S_N_sec00066_sec00066_00087.png,c127e617c9e02d17c60f440e090482cd389d5ce6184f9520f00f34983718485b,c895c7a856c500403053954cdba7153759c8c0bf662eff5f9b358928f72385af,c895c7a856c500403053954cdba7153759c8c0bf662eff5f9b358928f72385af,170aa2498022ff2f0197ab5b8cf8325bf489c5396ddfac415bd31d4c57c6f0d0,256x384,256x384,False,False,False,False,201149c838491fe366298e4f22e3c13854f17248303339d4caea333516ae0d40,13757552c06f4920b495ef0cd597754f7066728a717cfe38f8dd35174c2791a9
CASIA2__Tp_S_NNN_S_N_sec00069_sec00069_00728,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00069_sec00069_00728.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00069_sec00069_00728_gt.png,CASIA2__Tp_S_NNN_S_N_sec00069_sec00069_00728.tif,CASIA2__Tp_S_NNN_S_N_sec00069_sec00069_00728.png,4eacc4f598b3e03de124883d5094461970ba288426d3d01e0023843fac73b023,9398a5c198419fa719de45f06828936f53182a152f6f42fb12d6eb750320a235,9398a5c198419fa719de45f06828936f53182a152f6f42fb12d6eb750320a235,ae86b748220df21526b4d4d52b1ab46a629a5f3341ffab47e29b2566933fea44,246x384,246x384,False,False,False,False,10f6f221a38e1f2ec2beca1f9dac0861f6ee2adab8f96789667cac397e15d526,387deaba5c2aeee2c811ac886edc2c45ddab30eea570a10b2c7a90ba265fcaf0
CASIA2__Tp_S_NNN_S_N_sec00069_sec00069_00787,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00069_sec00069_00787.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00069_sec00069_00787_gt.png,CASIA2__Tp_S_NNN_S_N_sec00069_sec00069_00787.tif,CASIA2__Tp_S_NNN_S_N_sec00069_sec00069_00787.png,90c154fb1ccfffb9754b9de1b06ea33bc5013b854eb50ba0027f96a3c520d0e9,80a9e64e598b3f0502eee31487f5d46517a04ea2303ebee366c7fce5b9c7962b,80a9e64e598b3f0502eee31487f5d46517a04ea2303ebee366c7fce5b9c7962b,7091fbf90c86f0aba27a2506c6b3ad33483bcd53d7b62c26291521667dd03a00,246x384,246x384,False,False,False,False,28beb088490b5150b30144b6889f6e40ce2f0bb00c89b2483b666a96528bf8e9,5dc7703626afe780f697b031b7d0eca326163715c338be09453309803d262560
CASIA2__Tp_S_NNN_S_N_sec00071_sec00071_11274,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00071_sec00071_11274.jpg,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00071_sec00071_11274_gt.png,CASIA2__Tp_S_NNN_S_N_sec00071_sec00071_11274.jpg,CASIA2__Tp_S_NNN_S_N_sec00071_sec00071_11274.png,3d034d20b3571aab4dc5ff1cfbd84b7fba3d5e41ab0485535bdd793a368fc4b7,f26f33a176a2b6d36ec12bef115efa6dd64ef5ca36a0c8b3a8fea1d35df56b04,f26f33a176a2b6d36ec12bef115efa6dd64ef5ca36a0c8b3a8fea1d35df56b04,949cba4623bd7df31293b61f6e4cb2cb6b758dc7c007f65a5c13b0c61c9a6674,256x384,256x384,False,False,False,False,f46409a0ebf7d938f7ba6b296cd4e91797c10b63cb3ac1004dc9d9a59ef91dae,6dcde2060e6d2092371fc6f0284f084ee99768af804caeffb8f8f66d7acb7ab6
CASIA2__Tp_S_NNN_S_N_sec00072_sec00072_10385,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00072_sec00072_10385.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00072_sec00072_10385_gt.png,CASIA2__Tp_S_NNN_S_N_sec00072_sec00072_10385.tif,CASIA2__Tp_S_NNN_S_N_sec00072_sec00072_10385.png,055a103d8cff0aabe2b750790c9897c5f002b153af15e062f191ab5ab7a0fad0,91f4bb02b356364851a6be3bf71e228cbe22b36b1354b54d496993e0e71ede44,91f4bb02b356364851a6be3bf71e228cbe22b36b1354b54d496993e0e71ede44,3b482014c8a8ec1f10b823408ae6b368417a1c8c7c527ea6e113c7de0d42382b,256x384,256x384,False,False,False,False,8fba15f332fe10839c170e2a667f220ead9b1595ec7918b6aa4a610ccabeb709,4640180b6e1fd32de43a136f08e38624ece65b44208bcc94efa36e995b73cef0
CASIA2__Tp_S_NNN_S_N_sec00073_sec00073_10439,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00073_sec00073_10439.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00073_sec00073_10439_gt.png,CASIA2__Tp_S_NNN_S_N_sec00073_sec00073_10439.tif,CASIA2__Tp_S_NNN_S_N_sec00073_sec00073_10439.png,0a5350f39c40cb2e8ce948d03bb1a79836bf8d45541a30ad9d8ceb8b77646a36,447b0a631974cf1e92629b46622db9675ef8b82041a50d9e9fd4d67b3a32e840,447b0a631974cf1e92629b46622db9675ef8b82041a50d9e9fd4d67b3a32e840,d57749f593d68195a45e3f5786c8084ee398863c683dc905edcbe456201dd7ce,256x384,256x384,False,False,False,False,988abe806a54324db85d1056694da170f37b7bacec1ebcbe9fb66ccf8d4d9b12,714b11133760d0d1c3a357512ac9ec7c45a41cdc213ecb991945e8ce477fe8c2
CASIA2__Tp_S_NNN_S_N_sec00074_sec00074_00751,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00074_sec00074_00751.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00074_sec00074_00751_gt.png,CASIA2__Tp_S_NNN_S_N_sec00074_sec00074_00751.tif,CASIA2__Tp_S_NNN_S_N_sec00074_sec00074_00751.png,426a3079c93274e855106ec96cdef84ed371b6d5ca3f63d0b3ea4cc2d9d5d011,9e93634ae037d99b44cf587dbfa25f8a819c4aa4d6c0c452baa236bac23decf9,9e93634ae037d99b44cf587dbfa25f8a819c4aa4d6c0c452baa236bac23decf9,9ae67eaa833c3c268ba54d1233ccee6306ff34f4a532294c580cc7efce2257e5,384x256,384x256,False,False,True,False,25db40ebec87d4e60af7286b305d625250025edc5952162113cc3be8990768ca,aabf6eed009add1d2e7af24a3b4667b973ac89bbb990c3cca92b6f61bf034ac3
CASIA2__Tp_S_NNN_S_N_sec00076_sec00076_00774,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00076_sec00076_00774.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00076_sec00076_00774_gt.png,CASIA2__Tp_S_NNN_S_N_sec00076_sec00076_00774.tif,CASIA2__Tp_S_NNN_S_N_sec00076_sec00076_00774.png,6b71c00717a71e6dedcfb5d79cd5470bebf5c152cf7749c79b094f5a31d8e123,cb95a1a0b730d2018015c01a3a9b729f1c33cbc18b2b8a3f39e3d1c8466c091a,cb95a1a0b730d2018015c01a3a9b729f1c33cbc18b2b8a3f39e3d1c8466c091a,e3b095b7490b7a81cab3b8fe7050b87603b626f25b4f8c090141faa3a5d1730b,384x256,384x256,False,False,False,False,44687b81215e34ddd9bd8fc8e63089d845649d7a90f992b0ca289451d381b1fb,7875b950c113f4224e3d4347b6aa3eff49d9230f4485986dfaa7a7321aafc377
CASIA2__Tp_S_NNN_S_N_sec00077_sec00077_00752,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00077_sec00077_00752.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00077_sec00077_00752_gt.png,CASIA2__Tp_S_NNN_S_N_sec00077_sec00077_00752.tif,CASIA2__Tp_S_NNN_S_N_sec00077_sec00077_00752.png,5deb5a7b64189cdd1a69b7175779273e1777fc811c362c58112a424335dfc698,9a6912c4c123f8860edc78210aa4ad5fd11794a37559eb1a5cb2f74c4ed9db60,9a6912c4c123f8860edc78210aa4ad5fd11794a37559eb1a5cb2f74c4ed9db60,eeb8c310f4e4cb34179c4eaa20993836ad012ab0172ddafdc5b04b7332482f40,256x384,256x384,False,False,False,False,664602058e4078d958d70fdf3193a2b532b1bb6ca0b844820be3bddc8e8a9990,65624d3549464ebd90aae6e36a97978fccfd271cafe4529411ba8178967f5d3c
CASIA2__Tp_S_NNN_S_N_sec00080_sec00080_00776,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00080_sec00080_00776.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00080_sec00080_00776_gt.png,CASIA2__Tp_S_NNN_S_N_sec00080_sec00080_00776.tif,CASIA2__Tp_S_NNN_S_N_sec00080_sec00080_00776.png,60970e231ef76566a7ce657d08b23701af1bfba0d87bd4e57ecfcc1ef908a761,8e8d0f22667248cd1a184f99bb33bc1782f2264835caac4bbddce0aa091f1de5,8e8d0f22667248cd1a184f99bb33bc1782f2264835caac4bbddce0aa091f1de5,3f5868bd0355a3156cfdd299542904ce559be923cb216b9d19918937f9d128be,256x384,256x384,False,False,False,False,5b0651b9e0eb2e2fa235d210296bf7da2f88d3ca1518738e62eee814fb81cd03,903b9bfdf47f40e812b5b237341aae1af4e207087d76f6622255e9147eadf610
CASIA2__Tp_S_NNN_S_N_sec00080_sec00080_10381,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00080_sec00080_10381.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00080_sec00080_10381_gt.png,CASIA2__Tp_S_NNN_S_N_sec00080_sec00080_10381.tif,CASIA2__Tp_S_NNN_S_N_sec00080_sec00080_10381.png,3fcea82495d324df7c05df8d163bf911786e288b634fe3d5d17ed8781ad6542a,c3c1e811c5767c41c32611e8f76f410f092f6505b0a99135f9095dc8648d7c5f,c3c1e811c5767c41c32611e8f76f410f092f6505b0a99135f9095dc8648d7c5f,c0b0df6d558efb8d1c1aa5a17fc7f7d322fbe2ee9bfaf31782278611f553c280,256x384,256x384,False,False,False,False,5524e9b33abfc244850e585b291a0b83e4b2ad37ad5623d3ad4e2cb5f7908982,a259d605e0193c024701866cd54dd32aa2db178a0db42ae96d30fbb1044082bf
CASIA2__Tp_S_NNN_S_N_sec00082_sec00082_10363,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00082_sec00082_10363.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00082_sec00082_10363_gt.png,CASIA2__Tp_S_NNN_S_N_sec00082_sec00082_10363.tif,CASIA2__Tp_S_NNN_S_N_sec00082_sec00082_10363.png,ee899dfcf4bcaf92414103401ae38de2ef6bbc5fba8c8215bf8b9145c33486b3,7f7b31977c33cc2ce47b4fb6592175239869a7c138c72c7e33893bff54019374,7f7b31977c33cc2ce47b4fb6592175239869a7c138c72c7e33893bff54019374,18ba188b2f8f7eba2c33d532a8d7b1dba2f4d8492cc99d25c6d41e9b19ad50d3,256x384,256x384,False,False,False,False,41953d4eb7c594c641ca84cfecf12b96458a384d0f4b51efa022948d09f2812d,bac2ad60a0955633be40866e8797e9fa110afb1c8b13c489a554b0b4cdcb121e
CASIA2__Tp_S_NNN_S_N_sec00083_sec00083_00103,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00083_sec00083_00103.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00083_sec00083_00103_gt.png,CASIA2__Tp_S_NNN_S_N_sec00083_sec00083_00103.tif,CASIA2__Tp_S_NNN_S_N_sec00083_sec00083_00103.png,9f0eaad14b39fe65cd7b46c469382829a3ad2df8789abe348c26ff606faeb7ad,8e87b60cb016b7f70ea64170cfd2e63690e92b4e05575c079eb53f3ce99804fd,8e87b60cb016b7f70ea64170cfd2e63690e92b4e05575c079eb53f3ce99804fd,45816d58478636d9c4824ae777f447d3aa3c18621b833d33503e425904181803,256x384,256x384,False,False,False,False,7a7030d9ed81bd127142b35db1dea51da6b44a6017afb89385a57c87fce39a74,c31a772a2e83bc1a3b11e1fd77bfb637641372f9b264b41d847983e2d48e3812
CASIA2__Tp_S_NNN_S_N_sec00084_sec00084_00784,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00084_sec00084_00784.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00084_sec00084_00784_gt.png,CASIA2__Tp_S_NNN_S_N_sec00084_sec00084_00784.tif,CASIA2__Tp_S_NNN_S_N_sec00084_sec00084_00784.png,e4d8f1fcbecf85bf816d14af914c423cc2ee176fa71145b26ba1f2cf115c42ef,22271ebc475916d9c72aab3362498f4dcab62c1e5d1f544302ed4f3120f8e949,22271ebc475916d9c72aab3362498f4dcab62c1e5d1f544302ed4f3120f8e949,eb5426ed45f4c18b399bb2056313ab0692547ff8569d25fe5fab24674e45f232,256x384,256x384,False,False,False,False,fc8c47ced5c223f81cec825f7be9750fbd0e848996a1011516283246aff3ad7d,35d0cc9cd198eb2b66e85cc07ad7b797e15eb9a137846a1e1ff1691d80e5a644
CASIA2__Tp_S_NNN_S_N_sec00084_sec00084_10353,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00084_sec00084_10353.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00084_sec00084_10353_gt.png,CASIA2__Tp_S_NNN_S_N_sec00084_sec00084_10353.tif,CASIA2__Tp_S_NNN_S_N_sec00084_sec00084_10353.png,41275cec93bdd2e48ba3bdf4d4a024c06f26bcafb1a0cb47841788985a13ba63,e1579d9b1dfd8328933144beddc6dcd53ac19483af0af127a7fdbcb0adde5e92,e1579d9b1dfd8328933144beddc6dcd53ac19483af0af127a7fdbcb0adde5e92,7e787d422b297cfef1fb60cb5e3984c7f9cb58e54308a30e1f0869f596a0826e,256x384,256x384,False,False,False,False,8f3e88ede8a7de8d25bcfb50d91ae683a916a4997bffef7cd46473a4b404f48f,b25c02257824542b1e64025c2d0b55a3d193f4fcccc90014c87694d87794a3c9
CASIA2__Tp_S_NNN_S_N_sec00085_sec00085_00759,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00085_sec00085_00759.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00085_sec00085_00759_gt.png,CASIA2__Tp_S_NNN_S_N_sec00085_sec00085_00759.tif,CASIA2__Tp_S_NNN_S_N_sec00085_sec00085_00759.png,1bd36bce5d1c6017c6e622f70a4ecc6dbc8a16f66ac1ecd10e190c2f07777c7d,78512f5306b8d7be0c679fb97339d137ed5e32984bdbf10edccb1caf3b86d4b9,78512f5306b8d7be0c679fb97339d137ed5e32984bdbf10edccb1caf3b86d4b9,7cafe2b37e28d3327b24dd70fb497fa039ce5878adf7a794fe454f3a4285fde7,256x384,256x384,False,False,False,False,0999cd6c70192ef11e0e78d5d79d8dad74c3a80a56bd15380ea0a2a50a5f5366,80e61131b5c8a8bfedcbaac7e5347e0942d225427e11bcc654c9cce6df76ec1b
CASIA2__Tp_S_NNN_S_N_sec00086_sec00086_00106,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00086_sec00086_00106.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00086_sec00086_00106_gt.png,CASIA2__Tp_S_NNN_S_N_sec00086_sec00086_00106.tif,CASIA2__Tp_S_NNN_S_N_sec00086_sec00086_00106.png,b3e76059cd51a5c3d26ed96926dec0225d4d282e9af865e390c4b937eaf70e7d,11b290b16a346f9938f8e7664f4569739cbf342599827e60fe9447663ecb7aa0,11b290b16a346f9938f8e7664f4569739cbf342599827e60fe9447663ecb7aa0,1dcad2e64a46d94adb3de8249d7a54dc46dccd88e11a4e54289f61d7673cea50,256x384,256x384,False,False,False,False,8ea93038cbdc82175cbc3984a16e9d76f81649a0d775f0a8e9ba0ac09daf0846,3ab1561901605ae85e5281252652234eb136bddaf4cade41f063127d9f32e23d
CASIA2__Tp_S_NNN_S_N_sec00086_sec00086_00760,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00086_sec00086_00760.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00086_sec00086_00760_gt.png,CASIA2__Tp_S_NNN_S_N_sec00086_sec00086_00760.tif,CASIA2__Tp_S_NNN_S_N_sec00086_sec00086_00760.png,b89a3fe4e0d87b1769ba4924e21193b83ea189526948b76835aeb2caabd612a3,502e74e73f556866e56edfda6aac145df03fa69017b93fa6d5ef2b422ef68e20,502e74e73f556866e56edfda6aac145df03fa69017b93fa6d5ef2b422ef68e20,b2540ff1679eeb75960d2829289a186e09ab28aee6d7fa13401e0379b62dae11,256x384,256x384,False,False,False,False,dc0b3afb2b9a4bd674090e987c1741d2cee018019b57dc3ad48545160765ab7f,46b82e8ff6c7e564d718386a815a7483479d888a0b044556cce4f4c50c3163b4
CASIA2__Tp_S_NNN_S_N_sec00089_sec00089_00775,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00089_sec00089_00775.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00089_sec00089_00775_gt.png,CASIA2__Tp_S_NNN_S_N_sec00089_sec00089_00775.tif,CASIA2__Tp_S_NNN_S_N_sec00089_sec00089_00775.png,58b20b51e456ab35eb943e6edb40e1d2326bcb8950f859696978ae94479c211e,293a47bf6439b69c325bf3a1a3fb7e4039d1eead160c228bca48600d05c082a4,293a47bf6439b69c325bf3a1a3fb7e4039d1eead160c228bca48600d05c082a4,53dfed2afdd97a08f3ce50d7f2ba3d3367c756cf141ee09aa79d764fae645ff5,256x384,256x384,False,False,False,False,1ae70ce61a5a5be74197d05b88e5e52d62b9cc41087d6819ca15037d75eeb088,afedc3e3df92be55d3da3e471975c65fbccd85afba33b4d6978d1680248cec94
CASIA2__Tp_S_NNN_S_N_sec00090_sec00090_00110,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00090_sec00090_00110.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00090_sec00090_00110_gt.png,CASIA2__Tp_S_NNN_S_N_sec00090_sec00090_00110.tif,CASIA2__Tp_S_NNN_S_N_sec00090_sec00090_00110.png,984bd50f9bac0ed206200b7dc8226f8b593bf6f4e3be8f4a2c446c53899095d5,0de2ccda4d056b1fcd8f0b1ed6f029496ff7679b7a443b57dec34873ef118584,0de2ccda4d056b1fcd8f0b1ed6f029496ff7679b7a443b57dec34873ef118584,207df96d4daf0b0576539bbbaf1878488a851976f10c60af63ebec5cc7f26d52,256x384,256x384,False,False,False,False,276065739a1d4b5fcd03cc77e8b3151a9fa9688ba00824221a7c70b971e66955,0b4a0dd8485fdfe14598292a07ecaeec2de85ca920cf1cb8d2dc6044ba310a17
CASIA2__Tp_S_NNN_S_N_sec00091_sec00091_00753,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00091_sec00091_00753.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00091_sec00091_00753_gt.png,CASIA2__Tp_S_NNN_S_N_sec00091_sec00091_00753.tif,CASIA2__Tp_S_NNN_S_N_sec00091_sec00091_00753.png,88f3668f73a4f5f8a72cc1242cbc2e943c253fe8646668bcf2bb7e9a23a71761,2b7d1ac8539e94f1649286c87108f9ed4c32722e4ca10c25cc89fe604ffe81ba,2b7d1ac8539e94f1649286c87108f9ed4c32722e4ca10c25cc89fe604ffe81ba,3f855337576379ea2af3ef371414cacc0b7bc31c34c94a632d748bef9b474ea5,256x384,256x384,False,False,False,False,97ef0669b7d10fb72fb1c313e5c449c7ca90e3c755b30ccc5b50201a1f8143fb,9c5e8ad8be43dac4df2a1d06b1b592fa687aa574310cf500c602eed1b30c6af0
CASIA2__Tp_S_NNN_S_N_sec00092_sec00092_00758,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00092_sec00092_00758.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00092_sec00092_00758_gt.png,CASIA2__Tp_S_NNN_S_N_sec00092_sec00092_00758.tif,CASIA2__Tp_S_NNN_S_N_sec00092_sec00092_00758.png,9fb60753275c400830279e627a64a9fadc6e6dcdc06200db7edd200180545d69,7fb763aafa07b56559564a7b7589a6c09116afad8ed882b7f783de4b3696e7f0,7fb763aafa07b56559564a7b7589a6c09116afad8ed882b7f783de4b3696e7f0,5e9b10b7254c3ef32c13ff41b3e160671e21f7312e85cf5f693aca15bb0aa939,256x384,256x384,False,False,False,False,461bb4b5cc27a1d9246d1f785c19c4bd51f8c15b6767fa1fd57f6a662a3bad91,327dedf74f600f1f01033a986132cdf82d33846c5b24ff9f6c5ff5d49cf59058
CASIA2__Tp_S_NNN_S_N_sec00093_sec00093_00756,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00093_sec00093_00756.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00093_sec00093_00756_gt.png,CASIA2__Tp_S_NNN_S_N_sec00093_sec00093_00756.tif,CASIA2__Tp_S_NNN_S_N_sec00093_sec00093_00756.png,03209f7e20a8f71cc2571c363b43e60dafafea3f84dcaa6e61cd918ea94e2918,c4ee9e946881f84e55d791460888ccb25cb56b01d0099325c512f9df456678e9,c4ee9e946881f84e55d791460888ccb25cb56b01d0099325c512f9df456678e9,56e9d2fcce9be281eafecb4b56c2732481432e5ba61a7d53d2da70c187251f3e,384x256,384x256,False,False,False,False,b605e3038d6c0ac27684a192f3684f24bdc6373e0d60f293e049c86e96283de5,0c988a94fb81bd1abcaa3e33dc58b43faa208f54052da09fe98472b1efa48130
CASIA2__Tp_S_NNN_S_N_sec00094_sec00094_00755,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00094_sec00094_00755.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00094_sec00094_00755_gt.png,CASIA2__Tp_S_NNN_S_N_sec00094_sec00094_00755.tif,CASIA2__Tp_S_NNN_S_N_sec00094_sec00094_00755.png,7cef0ad600added039f60e9fdb1d7c31cfbd6759065c9d28509a706c5bf16f91,0aad92bd1d078f49e7dc7bd331242f0bad3d2b0cd8a63eae0ba5c35996c8170f,0aad92bd1d078f49e7dc7bd331242f0bad3d2b0cd8a63eae0ba5c35996c8170f,fbf339c8d49064b9b76f9769f262144e454dcbd5718a943e9e291b261b2a9187,384x256,384x256,False,False,False,False,8e14cdb0e0c815384df69685f4e111b0956ad3d6f3115dd61a9c9c0ca6bc9903,a7f0fb1221e3727ab0e7acec03417af55f11cc933d66e35d092e2805448a176f
CASIA2__Tp_S_NNN_S_N_sec00095_sec00095_00754,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00095_sec00095_00754.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00095_sec00095_00754_gt.png,CASIA2__Tp_S_NNN_S_N_sec00095_sec00095_00754.tif,CASIA2__Tp_S_NNN_S_N_sec00095_sec00095_00754.png,3449d968c13228d6cac808052ef55bb78b746458b009b6c463978d78171c7538,e8cb05c73d9824a2c76c71fab13ef7f1558a9c37d55aaf354b35fea5c3a5d2d6,e8cb05c73d9824a2c76c71fab13ef7f1558a9c37d55aaf354b35fea5c3a5d2d6,d882d5def1919fe3010fe0f8225ef29210b2fea22b9bae25b1bc8be391e310a3,256x384,256x384,False,False,False,False,eac1ac833a581a824260d777e206874f12689dc473227994914ba0c8824f2e02,4cbf6497e56dbb012b390306218659bd60be2e1919ec15ae0505172eb0ef6e97
CASIA2__Tp_S_NNN_S_N_sec00096_sec00096_00783,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00096_sec00096_00783.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00096_sec00096_00783_gt.png,CASIA2__Tp_S_NNN_S_N_sec00096_sec00096_00783.tif,CASIA2__Tp_S_NNN_S_N_sec00096_sec00096_00783.png,6db1b82273a07202fc143f47b0f5efb336825e5b081cccc09fc98e4c9b59a4ce,422da82add622a11270223b09fb3eafaf07da18929272a97a5969f1303182488,422da82add622a11270223b09fb3eafaf07da18929272a97a5969f1303182488,da936dfed22ec40d78c228598fa65eea8517a0f3aca49c2789a5542317673b23,256x384,256x384,False,False,False,False,c4ae732671c0cf2bcc7b93adfe83410a7e6c343998bf68c97c0644e3172cfada,138a62bafef5b3d3dc3cb8d3121ad64a96366d240587b8a75802d2f1bf2efb98
CASIA2__Tp_S_NNN_S_N_sec00097_sec00097_00782,CASIA2,train,/data1/data/datasets/CASIA2.0/Tp/Tp_S_NNN_S_N_sec00097_sec00097_00782.tif,/data1/data/datasets/CASIA2.0/Gt/Tp_S_NNN_S_N_sec00097_sec00097_00782_gt.png,CASIA2__Tp_S_NNN_S_N_sec00097_sec00097_00782.tif,CASIA2__Tp_S_NNN_S_N_sec00097_sec00097_00782.png,007aca626fca9d2031693da65c8af3cb44bb5bf647566089d4f1517c808b2554,8d58c642cfff782e8a223606f8a2d14e786248d7bdacf953ced865dcb87ecf4c,8d58c642cfff782e8a223606f8a2d14e786248d7bdacf953ced865dcb87ecf4c,a7214a88f31c29eb34761ad7e5b7a6f8541ed9986a8ca6d21557ead99f73f98f,256x384,256x384,False,False,False,False,175779ed8da73b9b65a14465ed366e31e041bb7f985e5f9c6866dc75eba68ce5,9d5faee46eeb54c6f86ab9fda4221270e3ff70e9575b312477fa7a4abedf5937
