stem,prefix,split,image_sha256,mask_sha256,rgb_pixels_sha256,image_hw,mask_hw,size_mismatch,empty_mask,soft_mask,detail_sha256,trace_sha256
PP (3134),PP,train,64f611382123676945ecfdd69431e06c3aaf33e7ab7179a576b05d9449fc8822,0f3dd8d00ed3eac9e34245b9987625b76f46a64535b8a1364636633c51477220,d5e889f9eeedb29ae171945a6208cf45eb559e31883892c1d8bbceb0fa28043d,512x683,512x683,False,False,True,080d9b5476ab7ea72c6e6df1f879f5493a586029db890a7a5ef1fddaad92d278,50b922f9adbc29e0b4f19d3ea58d176f2d2584b2602b2662fceec1f8ebb1668d
PP (3135),PP,train,db935dc420b94bd3c3a3d5559aaa4488c7be13c353835c5866959daf686b24ea,55a73f858548e89d05e406eb0588980382020f3e2123f898700ab9e4cb499eed,dd707e380f6bc0b9971257f2829d52f4877a19d25f3c9800396a6724ded6c083,750x500,750x500,False,False,True,2b92beac3d1ec8c46691d6d1993176574e072db9a57801dd8405ca99ddf8365a,130a4cde664c0a645b0bd07dfa0967418fc025a951f2072e03b1d0f1ea91f479
PP (3136),PP,train,a73dee5080689a7a02458afcf1e2b898e304b22cf28c2abff6ac79b3cfb8d141,985bb8a28c01fff4ab94e7d3d81f2ee6298c011c4b2b3c182f70da9c4695cc7e,22abbfc6b979da8d80c729232a2cbdeb61ac3c379d238f4d4f7b0a7ce46c3e4a,512x683,512x683,False,False,True,2f85c0fbed9c9aa1e7c15b9e3c9c44afc7d73586f17021ed25603c16735dc5b7,4c23c217d68b54e51560bdfcf0739961d1df59c90b806847cb866d7f07be9dc0
PP (3137),PP,train,e7fc9a6a940aa16793d83c0092548e543f96e5748f13427289cddc014c37ad85,bea2910932812228e5421ae6357dc7f49d5887989758edc2d59704603426c37f,e06a74c2dee0fcccd7a5971f7c401e7d5fe9782e08f26db4f77f327f3f3d5981,512x781,512x781,False,False,True,5025afb3197109922baa5367ec373aed89f3e061c3ee5583e8afab4d7180d790,59db1bbb2bb975646775a0448c981670f4589330688d7284b1d4c55b748df414
PP (3138),PP,train,7ad649bb2cbe2c75598eef0b99d72684706fd5a81263e6625fbd0da7edfff66d,9865f2ef9f9721ad4e950e8a58e8a1e0ca3a146ed90e2628b6166c8e28c31b2d,e0b91a2fc2376106f5395fa72bbad8fc5cd2648fbfeaa0f2da59053e0e953dd0,490x653,490x653,False,False,True,be4a61b4f126f2b2c7ece8689ad132a7d8d9c8d3e576a6e1e4703b919d36493f,be41ccc1c3234b1b1ecd17f5f82f052573b1e979b7010641c708f98b897a7079
PP (3139),PP,test,6656003ee1a6cadf9df995da47be8f8b14e2abfbc46e1f9c61f12863d0d9d543,90fd52035589778727790bac491c945ad05822f28550626bbe347fd1939a9929,baae4a51d3e5f395b70a1a86a22bad499f52de7d6b09d87b8b3aaa6cbb9347a8,512x683,512x683,False,False,True,ec74f77066d44968c3c6ce1cc359a0d7c49fdb70518b71b63fb8c3de0278dc4e,5f1460d3be4c621796af5d56ab7a1afc6a627989a7d067b45c5436081c5771a0
PP (3140),PP,train,4f55cd48f0e1dc2f273464e62e804c72cc5b619e7ce97b0b603decf4a259ac4c,63e43ce90d8724d6cb2e65498294828a8989b8788b9c9d16d1384126d46697c1,4048ce2f4cef34f638300d28aa32baee968eecae437812c01d3be3a6e82d4a9a,480x640,480x640,False,False,True,96a4a6aaa6d34436fc8c3aeb9b08a6275ebd8fdee87d17d9a1439b790d20c9fe,af4e90bdad45c4d4938e0d40a466df4baf4d32f2e2a6289e94cb3e222054b952
PP (3141),PP,train,667918829562d185cd2ae5e58508a9dd9b696bdf6e0433fe41677be94e6636be,8cabda248fff319bbdab0a0fa86771d68cfc94612edb984a54dd982780f92c93,b5a97703b318e043c5ceac87918a3bb8a3a9f9ab09712a3a94b49275210ba0ff,512x683,512x683,False,False,True,59295e4fae60131db989cc9f2039f05ac0a4ed37735d7ef8454faafb57ab0d4e,901ec683fb21909160ca520e9df5c9e91d4688b4b1f3b2044a7f13da8d3b31e5
PP (3142),PP,train,10f7bc5ee1a59703e635009e21601657c887e56a74c056faf057b8a702e16b48,df0ca5cab2c33318e04dfa109921262605281b7227cd9987562459ece4a95ebd,f909c41d75b299acea0b4d6cc97c3bde8f7ad4abf09f6e38c3854e84616b4ef2,512x594,512x594,False,False,True,19999815623d12f0b4530598db8ab7fbe0e8a144a11ad12259dfed6e9b08f3d6,f0e41298624824f219a3ddbd68884db54341a07e2900f7dcb7d58214061f80be
PP (3143),PP,train,55bd04e94e489647a7f932175ba60b253c71f17ac0a0c95323019d4dee9e0ecd,ff572775f9eaa49f60cc96070720a55308cde8b57f0eb6b6b9a9120612d83cd3,a8f0d868dc6d4d1374547a74e17dc7f52ee83f14e28a2ad483ba12e7ff88da98,512x683,512x683,False,False,True,dd2554a0915bb6750f856f0bc807667ad3a3b1a95da710105c789e0d824a2421,33761a332203e45f0dbcdd436ee7c2d5034ae997bde6e3828d41cbfcebb3d22e
PP (3144),PP,train,080b0da30a41ffc7c5f508a21ecee4dbf6d70d9a5c0fc45e6d79948a56e142b1,dd49f1957f8fe6c1e4ec59da9d8acb391813561b92ea66af11febffca23ff44a,38bf1d193f47dcadc443f541e87f2d74fc5662d43d09d5bca244c70d4ae75580,512x912,512x912,False,False,True,90d5cdb7980ad44e06be892abf4e010e44de2528d530ed68d5be60b1920eb3db,2fc421f997863cfb54f1da76116745f56e15a05dc9e8286af811c3ffa937be72
PP (3145),PP,train,fb1b0b86549226f82fa9e951ca656aa138f0e372a0e91bb45117e7b70ab52a6a,9e91a2f475a5a65e58ad94d00a9568a46e4bb3bf42e8ef84f8098482170912e4,89521ddbc2900c7551bd9c52262901d8844293ba100c631be5dfc1784f083151,523x512,523x512,False,False,True,dfbd92854b4f219c3fae033588d59c961693a8c07a312cc56d8966b043e27fc8,267c21f6838df25a4f12d051d554c3d70a6b128dc255b82c04aa4e9f10f80b08
PP (3146),PP,train,77e0ce55af6a411f67f593cd44ca6c2d5302cf79d8aa1591b8cf97ce2450769d,9dd6dd2e3a9683c660e7434b2b0f0a229f35bdeb756af5977506cfaec08fd70e,6fe2d8fd5ecdac8b0c7d5f744b7f167e03362ab94b38db691783b748608069d0,512x683,512x683,False,False,True,1643b22da77e835f935593a8ed751d522b170906fc4a5e19e69f767c9a8add26,cb7efda5a53a14b2209b76a9c47195ec006eaaaf619fafbcde156ea0185e616b
PP (3147),PP,train,47163510daba211fd6b4d57cf20a627e392be6f2ad95a80ce6781660c299437e,b0d2a1c0ca1a463e8807e9e1092b3a267385653891355546448e0feed925d710,4d0cf8123ca119a612c85c4798cbc93f20da15ca67367977b147c04949c6c30c,512x772,512x772,False,False,True,f0fd0a1f3e28c07063c0e57d3abb6808541ef15f765f004109d979de1e110a81,fd40170e1965b2a53354d68f14199c71da8e0d57274f5aea1f3bf31f56cc7026
PP (3148),PP,train,9abb86e0020e008e23ba13bfd90c31cc82485f1c765b40ba2d50f47efe7f70eb,ce4104db40c65ea2b3729b5e016f495820ab5b3c5d646df41f279be3ed46036b,5915cdf5b29263d3ea9816cabbe64181dc06359c21fc963bb00037ca0aacb271,512x768,512x768,False,False,True,99651407144aa6d59a9c9f983b8bad556c94872141bbbd0b57972533fbc2095f,351b4c52456c32f5a033e72c4c3f2db7c7efbe6bdc93dae4a03040f53690c8de
PP (3149),PP,train,f1ee56611d411c259b667a5916a4739f19a8c46a72602c84bbbb5ddcaba430d3,420d0935db05bc3588841cdac9845f6636e9b0a0052b397978fde3504fb4b864,3772ab31d1fe562d83a458bc28fd7f7f278ab6141734a79409a0b23d8575bb10,683x512,683x512,False,False,True,82db52b083ad4e9ef83b2ffe197842358c14fb1040025b4dd05582fa6cd4808d,8d5d8bdce2f4c2a1153669ab5ee57e368151b9bbf8ba0a8d164f7054b344d172
PP (3150),PP,train,070788a6daf533d356f8d6a27c7e84136c9e6611f6a53d2cf3f452ba84e5f480,f8393c6cf535f661576bf200a6849132f71d55e12a1ca405047056ffcf171222,a9087d96b45583fc03106b839a89075f90f86c5903be02092da08efd5bcd0b3b,512x656,512x656,False,False,True,fba45f48a513ff8f0a08c2572224e88fedf5f9fe5c42062c9c76082779ae036e,a874f9997d11a22a49ded9d3c18fc9a39ea9e8633d3d1d2b9a7460f8359753c6
PP (3151),PP,train,1d68efcdeb399b27e974e7c3eb0cd72951d53e9616889ca57d47301c50fbf5c3,bdb3e91cc92bd36288a37a04d51d91c77b1c9a7b3ee492946dcbc92d31220c8d,d205af8927f737e04f7579cfa8fe726ef0d8dfbbcdb5524f66b0732d65cf4a47,512x674,512x674,False,False,True,196867ed8e33a8f948a23f895894cc0bd26ce6d518582242ca53d29f0dcd4992,ce140907ae9c1575a6aac65e7538f85d3075a1b1dbe95681cb8914b51d120dfd
PP (3152),PP,train,43c7942773fc9768853602e72f635eb84b86610a57bf29b70c7424f3c24d9216,f5e16c5979fa06604f1b8ecdf84b4636f510883a09d12431bda1a375fe141032,31dc6089292dbb8ab306a6e65b70832552af1d3c691671383f91953adc892785,512x683,512x683,False,False,True,b68b7146fe1d482915e855dbedd20bcce063d600248035bf8d62fbbfbfa0b5e7,634c5c13dc87a6b262988c2c179334bfbe26d1e75866bddd3cc8531c69bc53dd
PP (3153),PP,train,879872af5ef11ff6099e494b644215c4c91bcb791666d08e2ace32a487d6c2aa,095b57b391e9d8c6d1d4e63e8b7818cf83e572b04905ed86bf5848285b06e979,424b265f1cca837b0b6657c13f6989ef689e4749dc8f1937f86c6614cb8e893d,512x683,512x683,False,False,True,f3bf8f2669170b28e646ad8d194a2250e3b9c04b1e09cf2e4a385e1e969a359c,6f5599ce463311c8bf3183d680b8a9347754623d73814f3ad3dd8829ee155c4d
PP (3154),PP,train,0f6c0959332df2ae14de7782f433f37d7b47969d5667edf644c3a4d92ff291d3,b4f532ca55cfc7a34f549df5e59a60ac6d189710eb5017b9798b9211c5c2cc78,3411c511fe8b21539236ba5c626d8eb5c7d577db93d2d81445b60973cbcdf21e,768x512,768x512,False,False,True,e4352454d9d490bf490a1e04b3db65c67d75cf153fab1c4334b1fe41b06734f5,31d1b84254a6fb5aafc3436b892906552770832505e5c740de0b4554b4e6c0f7
PP (3155),PP,train,4f1b380a9a66cfb2859048d3a5cc261c84eeb8612d43c42fb142f2342c6fc72f,fd9b89ee637c349ea00f82a71212cb97f3c74e039c1c82ea64c7eff2048f5253,ca3a2e482744dd5fddddd7f9e96382f0da6aaf27ff8e75f4493a3e2f36018867,512x768,512x768,False,False,True,83d5f1e06ceb10a9ca0aac1c479e369839b537354f939a30d950ff5a0096bc69,15468a4dbd06421462e609b2eae2d47c4682f5c1f999a608fe74f5d1b3734c47
PP (3156),PP,train,7b17a09c4f8853eac3c31605cf73302fc03f06305e238b1d5f1d19eee0565789,14008d745eaa744d23fb5e0691ee90c3594d21a807f287b1b355318b2e0218eb,96097521c1f2e206cc62d4201b05cb15794800c847f19249d600073ffbf099c9,512x766,512x766,False,False,True,570772b62678994d1d05022747456021a9b4936145c5bf87579af6ad359d2836,f87ab7b77eda3c5f85048bb5a93a8bbd9022441be1f997b0c09d17a3a2962baa
PP (3157),PP,train,6b23c04f8979c98f40bf49f19de6e79ce846718429d6b3297b3109544bff67e0,4acadbab5d4b64546bb2a008bfd0be4534653d5eb76a12f5eb2d37921152ad25,19aa237486bd0dd882c0786be5bc23832f6718d99482c7a58e969258121604f8,512x684,512x684,False,False,True,82d06f20a0b4c3b1a87ba14a5a01306c6925f7ff9e3263cee24d45a73e144bbc,08f7e0f677476cc4997ba961aa2fe9805e3b9f034b3acdf25c34726de3d95bb6
PP (3158),PP,train,1fd0eb917d9d7c5626473d520b4f80129369282b0a5d3c1a005ddb1a4f21f44c,8f0611ded9f572e64060056dcd440905dd6172108cd02feaccc76e7b1ed0aa55,1d141d3e2a70c4ef5dda2df8563a0574b4c991e0fadd07d4becaadd2ccd6faba,512x768,512x768,False,False,True,f775c404d68c85bd24c9ab9fc51567f15e14570da7187793843e97be7f52a695,61d41d12543032c3edff0f7bf2cda95e580cd3e17ccb1a08fee0cb74f006dbdc
PP (3159),PP,train,d2e4419dd3fb112aad0c510c8bc012f9605af7512e35f57645625d7d72df16dd,10e0e7f55eaa167c7da676de0cc8230690c67f4a514c3bec6532b031e87783c2,ae55999c0044da7dd321aefd59454768647d89d3dfe7f77bc808ddabedf0a629,512x663,512x663,False,False,True,ce705b4dd20119adb8ec78b0c843adc3fb1674fc4f1b8491ccd41a9b9928b7d0,3acd02d58dc8018936bf47ecc828ba29fd6f09683436145a5a2ec9824db1af85
PP (3160),PP,train,660b465c0983a6cd1d4f52c01c4b1b8555f0173f0d17ff6c27c78ba69cba51e5,287aeb6a4814c6912b940412d259ea725a6c3f16c3d632943e8f9b8ae202c146,193271fe867bebe7109837a169c20671698eb453f8286d43f40eb31437335850,512x683,512x683,False,False,True,20ae6371d67840f517369136253e98792a41c369c4c9ccb2cdcfd13eb6163b08,d04dcc2836f036932d02118003543ce268818070f3d16ffcf00157deb1074d40
PP (3161),PP,train,1c9cd2da4958ba36aa7d4b7edbbf134d7160a54f6c8847801ceabb8bb7c6b778,8fc6bff41f1a6b5f5ce9e719f704a58a15e6585faf526962a13b5e1f1a151be0,8db1b1a9ed3cbd11be899c07fdb4d8f607898720711c6df44cf520a0a2f21f1b,512x768,512x768,False,False,True,0b69bb02e23b964e2c019001be16f93780a5815c545af4109d740f2d1fe10b59,b16a03ad4ceef557cd93dab68cacc730a60d0514634a5d449209bf4897f9a8ab
PP (3162),PP,train,2f82a56ec359af27267789f393a5c97c9547d351ea07f1033ef99f54223ccf2b,ca66328acbf069a48d7ca1765ccc843c5de78289819fccc9130b347b2619ec9e,e82b7ad56b8cbd05564086a9ec18aebfa169f8da08c65be651fc2dca4a48f57b,512x683,512x683,False,False,True,abb46c91bdd94c227e8a1e2c98619ad77669be036e600d15624e2965122395d9,2080c8a3730d23ca7e952b8f5f2adecf40662903a8b12d45bb27d4ef603fe285
PP (3163),PP,train,9031a89acefe3e281bc836c966483939e7a4823924bf53dca84949a63f642482,fa7d0c66a503bb58df99e9c7d57cdf1b6c27adeb3d6408a0eb40a1baf4a6a92f,8c9a5734d11505b54edba5cff3c40110f4a2ed15d72bd24558997c68580de480,512x683,512x683,False,False,True,27564eb5a680b713db9721b44d3abd35bab69a283b5af117a5a0bea2c35af12c,e83c85fbc5587487bbb5699f64d2ceb5adbb10672295e7945741504b3582c5cf
PP (3164),PP,train,47be89cae10839979a47e54372631611be5d648e8ea0c05a9ecb70e32d1ee854,70b92b3fb22c5474cac8231009c558cb366c5560d91880099d8a051c06e2d9d1,7ccc1d84c2b086288a761763281e46c631893cf4df6127bb689e8d5bd047e5e4,512x545,512x545,False,False,True,81dd132a4c9081962d09999bc9c6c4be2cad8c3fb4acc2ed838ee4242f41071a,871a656c11f11ed9cb9a809796d75090e4d8b0902b210fbebe6c03d8d6914e40
PP (3165),PP,train,9fe145b671c48815beb52cfb63ef367b62f22072d3f144c576b40c38596f5bee,4de0811720260b893582818180b8ab7d80acb5c3d7fcc5d2ac6bc2d308842b3e,ddb6792d49dcac557fcc19b34b3bbab2383c80bef3d80777a9b41a2e05a7c909,512x683,512x683,False,False,True,47bdb9224f1eaadfb902a8577cc1ce40ff1c1be19b9a4fe94429236fa4077b78,b8ebed1fdb2341f5be53fc7c5eba80412e24a4914f445f6d3632cd079843ff61
PP (3166),PP,train,fa975385d9070a16f5f8786f74bd89e29aef53399b39eaab8ebdb8380ed5ce00,89225a03543ae2bfdbd79eeb2169d05d4916e5331ce24c6d858e3331586ec4a7,cc92c570036613ff321df13cfb6f9c166650d689e4f4d5c6cc6e8c85ecd3616f,512x768,512x768,False,False,True,b7e497ba7228c92a19c4250545f556e47e45bfc97887e20a1bb18254d12f7e07,87cfd2556905e15a39fa0c54ba38cb78aab05ee763f201f433f04ea0a58b1eaa
PP (3167),PP,train,b5f5efe283192b60e9b3e8e8511b1fd24d0fbdb825c9e36c1b4147c0e319de9a,925d22665e787c4f232e351f5d8cff5c186459718247426355d29b453e5d3ea1,aedc1efc1f201a27b2ef47acc07149c968cb98b69495985e478e3a8ecb6fff2e,754x512,754x512,False,False,True,c04c6978acfced541957c0637c0df7d417f7dce02f884a54a82d47e2fd189b51,38be3e08197f33c3beb6112e31545ba25ed56b61f55fc1a8806b945866dfb914
PP (3168),PP,train,663496dd9b3ccff4bfab361a9e59d468d766fad6efb131af32267eecf9ef7d0f,8da7c6acaeb2aacbbd2a5cf6ce9b523a82ed46d686fb5a294fe3f4ab1acd9d86,3fd4b9905474e448284a70ae538c252765c80d13ae35e5bce61b8074c34d93e2,512x774,512x774,False,False,True,281f1cd9fe992c3110c379b1dbde2a1dc838e8d5c79eab52c0381587a48c90f1,0adeba6d5cc2a0c6c3703d144eda1a954259a14a1266e665f595ad214f5bc85a
PP (3169),PP,train,3520fc8bf306a2f4b4aa1f5cb83a055187464da0a84ef8c03cf0b558793bff5c,880a9c1d62ef13671e9c67d1542eb6092005b58c71f73adec68dbd9fa61e3543,54c68e4bdb25cbe254189bd4993d0d6a0d35f55addd6ed679115529d7b8392a0,683x512,683x512,False,False,True,553bfb005c994c761b850d7694345be9cd4b2b92b1db482245641841c30c222e,b1dae41043539a984a1d2421478d347f2a87370e80361a0931c312e7fad7e3e4
PP (3170),PP,train,cb8e87e6f522ca327bf53d6090153ba169bf5a6ec15b65026a18afcabe5cbbe5,32d932714c185ec0d02afceed616785b7450195fa6ad68e5b127beed5bccdf8e,0ced12ab13f8c34452896aa003c42e4d87de32b4f0eb87c506d6595f3790fe6a,512x772,512x772,False,False,True,e304b5f2d89960c2433b81576d9d26256e930a47d4b86321dbb025d7c3e44e2a,f78040122f13b1392df3aab2cc34be0bfc05fc28e15e062829603e31c9652eb7
PP (3171),PP,train,84b384da83f82e93d14788219edf977ecf5dc216ebc32cb6a66c41003f6e967e,98b5314e05aac186d5dda00caf0b4087a0de2c7d9b0d3d80212bb38fc43f2ca3,ea021aba9871a403254039237332b48898d00ca7432a4539b03ea4d778ddae02,512x871,512x871,False,False,True,a91802480d2ea47a4cf2b692e921990ffef6378c3b01726d485236c37da11524,f49d29a99bb7b1f6d030241c9034d9726ba67080d6aa288afe53807a0bb861cf
PP (3172),PP,train,c946d4ed2990ef41feb02c243f1a4addf0ed6b09052e7a4751e3a12165bca4eb,b1ebdebd9c3d8a52a5ce285d58dab28cded80e49f1306612133f27e0d2a0510f,881c2a0b8f7b49f2a5f7c788594deeef1edb0716832de4741a5195fc0fe5b61f,686x512,686x512,False,False,True,791719000f4c17a90508aa1f34f59e1f211bfaba63af57092033df57825b45d4,ab3557ad77688b684b82aee647492d69b1bf4721342ffcd63ee7ec8054fd9801
PP (3173),PP,train,e0a8ddb784008b509a07bb92427131abc9dc096dad1f73c2ecd8c679b39ba9be,6c75dbe4d64500a9168beec9ed39fc9dcf66f6aeda4747b0d09f7ff4dbb4860a,36b3fae08fdc84f8cd74fb4db7cdaddd2ec801af80d377f9c442b725f11582f3,512x769,512x769,False,False,True,17f346e3e7caa66f235abae1c014e7981776071a5bedf744917a46508e6dfbea,9eac34c0b2d63cd18a75ede5f35d07f40d604cd5ec0f19e2053420ad8c172bc0
PP (3174),PP,train,5846e226993278fa54936f05c07f97d9e6e8df26c2745b2fa9b33645d8fc8306,a02d217f835bf7cb6da244ecefaa62aaab95e3dc555512e0ad28dd0b3e9af52a,5e485d0148517e46a07856bdd3bef09737fd456552501312c973c60bb4ca8bb8,512x563,512x563,False,False,True,2b2064b097c3d942493a20ea8d6b12d0700cfd87d00ae663386615bd18196299,9fc5e3d095d0bed17912dd9c2cd6b4c271dd858ff75a207a11fd5f1f8c44e98b
PP (3175),PP,train,f04ddfe565bbcc9906a25b62864b9763cff98822e1e9d6b2dced66c3799eee22,26757ba584f1688596ac779b4bfc3418a82119c650f4cac3a62e41e7611f1f3a,40853f41ca02eba5097b2c0a1bade1340b3b3b3c9af63c96a1a2910e6e35a7a3,512x764,512x764,False,False,True,d53178252abf2d17c70f25f1524b1e0732917b1d1292e3af105f3dafe413a3e1,487d881cf7f019252a8ec5e64ade83642afde5741739519672a27645bd83e8ac
PP (3176),PP,train,98c60f76108d8fce4a980373609200a441fa39b91c53579ccd1cfb75397f7708,ae0dc9990803c50b0d69c242a559b0f3b863b27e8e9e04557018c2c68f78debd,15c9f572165a6d7f9c8c9a9fba36da9c3dc1d9d385082f604ad525856c497cd0,512x683,512x683,False,False,True,411bfc4ed97c2df04e50a43fbd093b03da1bb5b15d772b2cd06e38532fd43d3e,b513d8f2d2d08a893006e76eacc69cbf58afe9eb6f77ed23df3045ae1f442e6b
PP (3177),PP,train,dd6256192127a24ead358dbfcf4fcc75f4dfaf3dbcb94bdf30a9e49ab134c3ea,f6c665e7b7ef723c800396f702272a4142032555847b02f4fdedc2ab9cab5d76,f29e89aae6889446e8ff3ec551243da49ce0dc819610f073b14e57255bf9b423,512x768,512x768,False,False,True,434418bda8fe8f4af081d4ca329a329649d067eabd71e3ab4b2e67659bd455f0,6b2dad42ac9b24f488af58a06c63213254214d0db00d7e13c48d5acba6b8fbff
PP (3178),PP,train,b2b3b30f4a9da0900054407ddb4f754b307fac1b3943f984e26c5a3302f00b92,83c390b3d98fbdf0325c2358f889731d798613b7a912172d619bf7167333c671,bee97836cf358351721d0031740446af1b17dec9250637c794547a1255d6146f,512x683,512x683,False,False,True,66c9fe0b41463e05b849c1c2f5ea9fe39e7fc158d3b68784a289b3fff7376aa5,3a9542e9a3a59fa1912b66308014c5faa6b746ae07fcf1f36f915a98af004b75
PP (3179),PP,train,edd3807a978f351e6c0ec5dfa330fdd01c964a9b9db6666b7be04e45fe443d12,b65e6c3ee2bd16aec15cda76606c881b1a97c493632a874edcdecae7e7435780,bc274cd1ce6b60eff61b013854358cb51574ab9d7b4a97f7672902457f60992f,512x587,512x587,False,False,True,624005e496203c3b9cc0295d76ca9c988f6986ef1a168a8062aa78fde1d6ee26,ce1dec6040882dacf93ec730b6c3467dc89a6c4ce7364c1873e37f8977ac97bd
PP (3180),PP,train,e7df11c3138bbc17e7dc8df35c548c12df49125470be782375f27a3c82d35fc5,e6fc05bc798c6bbaa598513cb7cd6f4820505be81eddc1640d71908ee0abffc4,5bbb6e4fd7208996dcd4b0f13bdb9cba0c30355dda5530eb99f4eda5c9102294,500x1000,500x1000,False,False,True,f9c4fbc75ab583961c30d903901ac504f55a80d682ed55f7c38787ca10bbde27,d18ff07ea235203c23db0e57d3995486a4b5b209152a2cec79e33409cb13f46c
PP (3181),PP,train,c62dd89921780e3f55aad5c78f46590d5ed6296550f9a736d69929e3d135f883,4b9d929e79ce97ff15c2be5fb1092a38b70e0e3f31241cf0778a9746bef6119c,3f666b4057f8639cce1d7c56655c14e6aff674d6c7e6bf41bdd9e77f34e6ea92,512x683,512x683,False,False,True,a1a45ca6ad633f9ca331fb69b1a5ed393edad6f220ccf310b3d90519f5a8b5a7,44b5d5b90653a5c883d68d9bcfbc03826e06554d34017966b7a58de1d185bf5d
PP (3182),PP,train,ea04fd6bbcd1ec8efe88fa7cf852cc0dfc544fd0392bbce7b1c4cdb009f42b8f,af067006ca94990db849aa32e166006541a3bfc959e71d8a6d6aade88ce29fa9,b3354bfdbb60516be013540ad167fdb3ea9a59d30ceedd301ba6e7a1b01ac7f7,683x512,683x512,False,False,True,51ed392e897f9616cb921955fb6407e0c85a3fa0350e0aa69874924906b72fb4,d8cd8c150eb17edb687a15756f447e68fbde716ac038a588b73f97e2cf677374
PP (3183),PP,train,6e567df14e0a4cbc5ffb6f59fa21611bc95344a85fc96d9a0d3ea7a22628ceb8,6856fa72a788f166e6ddf8064d5a48b754b7635b69ddad362ab38b1de213a9e3,0f6b1d85f3a7653b33eb5ba463d351163464f1478124bd824811af645aa758e5,512x765,512x765,False,False,True,06b0722516c7ed31627000a8ee79ecea4e0e550dd5ed848a4bc76257afa73176,6761255ee4b06d16a447e05eea5c0f5c467a93e204c082a8ee74a93ea8cd0290
PP (3184),PP,train,ef90c3aa79bf1e3398671930c3b3bda04242811122ed150b49b470127bed4667,e6967e83537cdeb0d81b1469ef8c66da6e26f616899f533505b0702b7c1691c3,d0e564b2220fe62e87f55e0fe14f4319c571c2e94508df08a0a7f22b75a88077,480x640,480x640,False,False,True,a2580791ac067f06abf3790fcb543dd33f53f33b5ef56676b9263b87a125741a,a26cebf0be9b0bab5ff9595fe7ccf1b7be1ea818c3a3f23a8e1ae412efb88b7b
PP (3185),PP,test,e32ee89c60247395e931de88e53f6cc217a30273bb0ecaecf8a627a9f59898e8,5172e1f15a883d586595d99c8b7289cdc8f28bf93ede20ba86934ded8e090c69,db3796fa0b254b844720f7e85d10ffb9aab6bc26b79a0c9d3b55caa63bd69e49,512x768,512x768,False,False,True,5c478b5de518e26822db228614634a3a43ae24f79e096e409cf417fc7e9b0f48,46bbbb54c7ff9dadb737ad53f666b933e9f09779a5d37cdb5be1ac41d4fcc46c
PP (3186),PP,train,0ba7f8fc8093b18bd4fb6dd3694ed3201fafaef531ba392a030083d8c760f6c4,361da23eeba5a88ac793d17ab2751879a7c5182f1db6f3c409337381ae4efed0,0ef349add05d1e24303f417b74e605502e303fd5f54d6eac3565de02faa11cb7,512x683,512x683,False,False,True,fa1070e53b105074ae615a9bbd9d4fa76fcc88382317038f57e67d3ac5486478,c5e9a3fedd2ed487db2a9e691bfb74111128932045848c5ae184bbcb5308d714
PP (3187),PP,train,f2cc0e70a3ad054dd1eac513f4a5f7d568a61c03b0ca0f4958d3af7f76fbea4a,db45198be34b33b7ed75c223e17232b68ea5689d26895da45c0ab39d44465409,b8e1f7d7f02142a93b51e35397da31168a69afa309b822160e129a2eb9e9a967,512x683,512x683,False,False,True,da575ef309dc38b9c3cc11de99538c3f61accb562b32bd6e1c8bc480ff3b95fd,f302017e9fd5f7405de25123261b16551dd07a42c49eb72570d304a2c30582fc
PP (3188),PP,train,a4fc571a20130426a0691757ec71197bec35cc3ab1efee08cccff20719252952,222f38e5fbf338941b2f72603a65664fd1a483394d608487a5b63de0d0db6de0,a5751e5cd513867c6c5d6f99c15556a8ffc466d7c3d8a1a3484818c7f2ebe4dc,512x770,512x770,False,False,True,929974db037ee447d5ae1ae5dc9184c0f244848b15a21794488e6f889f8de60e,968f7435e9fb9391c640e5a4de1d1eade984fee989ed3a6582f76ff1973ef23e
PP (3189),PP,train,a86d9267389fce36dc64be0fbc3b584805ef6f379273de25e3982753470c6161,0797c7632c82be8a6bb77623a0d8c3decdd533b083fd151ddaff5533949f91db,29b410deedae8c5152b08830fdc0fe6b3ba1cfeadac7fe35559997de5bd7bb55,560x512,560x512,False,False,True,52ba616320674937ba3f36250b8a2d07df13bc28b9518e858c09c5f2c98212f1,25cd2d6595ee909955771ba6a3d180ad5ed4652ed830b70b22112eb7875de1fb
PP (3190),PP,train,fff3bea71c6272c35adf1ac8337e3395002fa67e83397ba5d5159ebec1479f03,d4d4d7764c647594af040c63d199f427c4910c290f29503b01b0663f346eb5d2,81cfd38cfd873fd198e40f3b22c1192f3bf4f445ffb9becbac7c4a751e2f7806,512x911,512x911,False,False,True,0a334ab9305f924c1f39b4c749e22530a4ce01b8d307833756c1a07bc84c97b6,b8db85fb61a6e7754f9e23b452de1c9bdf7909f1d16f346a2026858380f2e88b
PP (3191),PP,train,a63b5509dfde062ef6d7b5302707cd1341749158d86ca8446f6fa43b4a7bf999,f236a089d557624325fb2671840deea486cebaa53f0ffd4f83e144e95fe809f3,750b158fa4bd8662522005b0b182f3b1d55c3d6976ce4ce16ce65d705f662d84,683x512,683x512,False,False,True,80f29af02bea1d8f36811192db6f5b4de876a154c75c7fa3208ce56dd54369b0,b6dfba9f4dfb47b698d77b68c6213d14683fd54d32a855e6be20fb90a04c5366
